date,title,source,category,url,summary,severity
2026-03-27,"TeamPCP Supply Chain Campaign: Update 001 - Checkmarx Scope Wider Than Reported, CISA KEV Entry, and Detection Tools Available, (Thu, Mar 26th)",SANS Internet Stormcast,Ciberseguridad EU,https://isc.sans.edu/diary/rss/32834,"This is the first update to the TeamPCP supply chain campaign threat intelligence report, ""When the Security Scanner Became the Weapon"" (v3.0, March 25, 2026). That report covers the full campaign from the February 28 initial access through the March 24 LiteLLM PyPI compromise. This update covers de…",Alta
2026-03-27,An AI gateway designed to steal your data,Securelist (Kaspersky ICS/APT),Ciberseguridad Internacional,https://securelist.com/litellm-supply-chain-attack/119257/,"A significant proportion of cyber incidents are linked to supply chain attacks, and this proportion is constantly growing. Over the past year, we have seen a wide variety of methods used in such attacks, ranging from creation of malicious but seemingly legitimate open-source libraries or delayed att…",Crítica
