date,title,source,category,url,summary,severity
2026-04-02,"Malicious Script That Gets Rid of ADS, (Wed, Apr 1st)",SANS Internet Stormcast,Ciberseguridad EU,https://isc.sans.edu/diary/rss/32854,"Today, most malware are called “fileless” because they try to reduce their footprint on the infected computer filesystem to the bare minimum. But they need to write something… think about persistence. They can use the registry as an alternative storage location. But some scripts still rely on files …",Alta
2026-04-02,"TeamPCP Supply Chain Campaign: Update 005 - First Confirmed Victim Disclosure, Post-Compromise Cloud Enumeration Documented, and Axios Attribution Narrows, (Wed, Apr 1st)",SANS Internet Stormcast,Ciberseguridad EU,https://isc.sans.edu/diary/rss/32856,"This is the fifth update to the TeamPCP supply chain campaign threat intelligence report, ""When the Security Scanner Became the Weapon"" (v3.0, March 25, 2026). Update 004 covered developments through March 30, including the Databricks investigation, dual ransomware operations, and AstraZeneca data r…",Crítica
