date,title,source,category,url,summary,severity
2026-04-11,"Obfuscated JavaScript or Nothing, (Thu, Apr 9th)",SANS Internet Stormcast,Ciberseguridad EU,https://isc.sans.edu/diary/rss/32884,I spotted an interesting piece of JavaScript code that was delivered via a phishing email in a RAR archive. The file was called “cbmjlzan.JS” (SHA256:a8ba9ba93b4509a86e3d7dd40fd0652c2743e32277760c5f7942b788b74c5285) and is only identified as malicious by 15 AV’s on VirusTotal[ 1 ]. The file is prett…,Alta
2026-04-11,BeatBanker: A dual‑mode Android Trojan,Securelist (Kaspersky ICS/APT),Ciberseguridad Internacional,https://securelist.com/beatbanker-miner-and-banker/119121/,"Recently, we uncovered BeatBanker, an Android‑based malware campaign targeting Brazil. It spreads primarily through phishing attacks via a website disguised as the Google Play Store. To achieve their goals, the malicious APKs carry multiple components, including a cryptocurrency miner and a banking …",Crítica
